Name,Position,Primary Functional Role,Official Alternative Functional Roles,Official Eligible Functional Roles,Primary Functional Role Suitability,Best Official Alternative Functional Role,Best Official Alternative Role Suitability,Learned Role Rank 1,Learned Role Rank 1 Probability,Learned Role Rank 2,Learned Role Rank 2 Probability
Kim Ji Soo,Center Back,Center Back,,Center Back,0.9974189096857109,,,Center Back,0.9974189096857109,Defensive Midfielder,0.002580388872513552
Paolo Calione,Center Back,Center Back,,Center Back,0.9869997907083808,,,Center Back,0.9869997907083808,Fullback,0.012892303881152548
Nathan Smith,Center Back,Center Back,,Center Back,0.9999080396426293,,,Center Back,0.9999080396426293,Defensive Midfielder,8.813887881686435e-05
William Boyle,Center Back,Center Back,,Center Back,0.9959291713982369,,,Center Back,0.9959291713982369,Defensive Midfielder,0.004069522787881594
Lucas Zeller,Center Back,Center Back,Fullback,Center Back|Fullback,0.9996450024562761,Fullback,2.566923966445856e-05,Center Back,0.9996450024562761,Defensive Midfielder,0.00032932633513342027
Ignacio Gariglio,Center Back,Center Back,,Center Back,0.9989645558800149,,,Center Back,0.9989645558800149,Defensive Midfielder,0.0010145088243599303
Facundo Parada,Center Back,Center Back,,Center Back,0.9996301407854834,,,Center Back,0.9996301407854834,Defensive Midfielder,0.00035279831211443654
Ethan Bartlow,Center Back,Center Back,,Center Back,0.9996756968120893,,,Center Back,0.9996756968120893,Defensive Midfielder,0.0003223949695771801
Yunus Emre Çift,Center Back,Center Back,Defensive Midfielder|Fullback|Central Midfielder,Center Back|Defensive Midfielder|Fullback|Central Midfielder,0.9999327419655675,Fullback,6.394358234702121e-05,Center Back,0.9999327419655675,Fullback,6.394358234702121e-05
Filip Beckman,Center Back,Center Back,,Center Back,0.9996572692299409,,,Center Back,0.9996572692299409,Defensive Midfielder,0.0003426213500441673
William Bianda,Center Back,Center Back,,Center Back,0.9978348966683465,,,Center Back,0.9978348966683465,Defensive Midfielder,0.0021607778758524552
Hugo Andersson,Center Back,Center Back,,Center Back,0.9907690322650148,,,Center Back,0.9907690322650148,Defensive Midfielder,0.0092295513075548
Halvor Rødølen Opsahl,Center Back,Center Back,,Center Back,0.9986686569198236,,,Center Back,0.9986686569198236,Defensive Midfielder,0.0013288886722729297
Vahid Selimović,Center Back,Center Back,,Center Back,0.9856554319998482,,,Center Back,0.9856554319998482,Defensive Midfielder,0.014343142832248724
Jacobo Ramón,Center Back,Center Back,,Center Back,0.9996940748237899,,,Center Back,0.9996940748237899,Defensive Midfielder,0.00030574671672094504
Sava-Arangel Čestić,Center Back,Center Back,,Center Back,0.9990215814131742,,,Center Back,0.9990215814131742,Defensive Midfielder,0.000978338508304708
Luis Barbosa,Center Back,Center Back,,Center Back,0.9999708030022268,,,Center Back,0.9999708030022268,Fullback,2.572879622191814e-05
Magnar Ødegaard,Center Back,Center Back,Fullback,Center Back|Fullback,0.9990258092832377,Fullback,0.0006355924754023522,Center Back,0.9990258092832377,Fullback,0.0006355924754023522
Brian Ferrares,Center Back,Center Back,,Center Back,0.9985774433050643,,,Center Back,0.9985774433050643,Fullback,0.0013862196504347809
Enes Mahmutović,Center Back,Center Back,,Center Back,0.9999141614562344,,,Center Back,0.9999141614562344,Defensive Midfielder,8.481223238457786e-05
Tobias Carlsson,Center Back,Center Back,,Center Back,0.9995106864331517,,,Center Back,0.9995106864331517,Defensive Midfielder,0.00044922528404922607
Luan Patrick,Center Back,Center Back,,Center Back,0.999231974630123,,,Center Back,0.999231974630123,Fullback,0.0006092680405597744
Santiago Morales,Center Back,Center Back,Fullback,Center Back|Fullback,0.999996234464412,Fullback,3.535347414129731e-06,Center Back,0.999996234464412,Fullback,3.535347414129731e-06
Liam Gordon,Center Back,Center Back,,Center Back,0.9986917714422348,,,Center Back,0.9986917714422348,Defensive Midfielder,0.0013071890687482949
Elias Bakatukanda,Center Back,Center Back,,Center Back,0.9999976460765317,,,Center Back,0.9999976460765317,Fullback,1.7545850824084975e-06
Kyle McFadzean,Center Back,Center Back,,Center Back,0.9774711611795267,,,Center Back,0.9774711611795267,Defensive Midfielder,0.02252582573272856
Antonio Tikvić,Center Back,Center Back,,Center Back,0.9850025310986129,,,Center Back,0.9850025310986129,Defensive Midfielder,0.014984116068567208
Florin Bejan,Center Back,Center Back,,Center Back,0.998580006577337,,,Center Back,0.998580006577337,Defensive Midfielder,0.0014195218856329376
Florian Hübner,Center Back,Center Back,,Center Back,0.9999474623991268,,,Center Back,0.9999474623991268,Defensive Midfielder,5.203793648340327e-05
Kim Tae Han,Center Back,Center Back,Fullback,Center Back|Fullback,0.9999775132707787,Fullback,6.862537020788002e-08,Center Back,0.9999775132707787,Defensive Midfielder,2.241807100952601e-05
Sebastián Pereira,Center Back,Center Back,,Center Back,0.9999993615647694,,,Center Back,0.9999993615647694,Defensive Midfielder,6.328115248475778e-07
Jamie Walker,Central Midfielder,Central Midfielder,Attacking Midfielder,Central Midfielder|Attacking Midfielder,0.17945143553385318,Attacking Midfielder,0.16492132516212887,Wide Midfielder,0.2675860100334523,Fullback,0.19262013727530466
Matteo Francesconi,Central Midfielder,Central Midfielder,,Central Midfielder,0.4827198472767565,,,Central Midfielder,0.4827198472767565,Defensive Midfielder,0.33604848340360416
James Brophy,Central Midfielder,Central Midfielder,Wide Midfielder|Attacking Midfielder,Central Midfielder|Wide Midfielder|Attacking Midfielder,0.03681339195140777,Wide Midfielder,0.34998409619489074,Fullback,0.49288179811429295,Wide Midfielder,0.34998409619489074
Niklas Ødegård,Central Midfielder,Central Midfielder,Striker|Attacking Midfielder,Central Midfielder|Striker|Attacking Midfielder,0.5452343850330289,Attacking Midfielder,0.18164343742974917,Central Midfielder,0.5452343850330289,Attacking Midfielder,0.18164343742974917
Jordan Bowery,Center Back,Center Back,Fullback|Wide Midfielder,Center Back|Fullback|Wide Midfielder,0.011433876811295037,Fullback,0.8173724188759995,Fullback,0.8173724188759995,Wide Midfielder,0.13103320382683675
Sam Sutton,Left Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.4646846882039338,Wide Midfielder,0.33301466861512397,Fullback,0.4646846882039338,Wide Midfielder,0.33301466861512397
Rasmus Örqvist,Attacking Midfielder,Attacking Midfielder,Central Midfielder|Striker,Attacking Midfielder|Central Midfielder|Striker,0.06784446784784277,Central Midfielder,0.44520147565413065,Central Midfielder,0.44520147565413065,Defensive Midfielder,0.3865704711325743
Max Burgess,Attacking Midfielder,Attacking Midfielder,Wide Midfielder|Central Midfielder,Attacking Midfielder|Wide Midfielder|Central Midfielder,0.256145872659426,Wide Midfielder,0.3568771928225988,Wide Midfielder,0.3568771928225988,Attacking Midfielder,0.256145872659426
Khiry Shelton,Right Back,Fullback,Winger|Striker,Fullback|Winger|Striker,0.05444616046999315,Striker,0.07122779236470408,Central Midfielder,0.36298386355271695,Wide Midfielder,0.17958374225216042
Vadim Rață,Central Midfielder,Central Midfielder,Attacking Midfielder,Central Midfielder|Attacking Midfielder,0.5337637236525209,Attacking Midfielder,0.11349022676342978,Central Midfielder,0.5337637236525209,Defensive Midfielder,0.27258935308892246
Ben Fox,Defensive Midfielder,Defensive Midfielder,Central Midfielder,Defensive Midfielder|Central Midfielder,0.32128833510872207,Central Midfielder,0.5402356040859455,Central Midfielder,0.5402356040859455,Defensive Midfielder,0.32128833510872207
Răzvan Oaidă,Central Midfielder,Central Midfielder,Defensive Midfielder,Central Midfielder|Defensive Midfielder,0.18400035973001347,Defensive Midfielder,0.7759225704749937,Defensive Midfielder,0.7759225704749937,Central Midfielder,0.18400035973001347
Wang Qiuming,Central Midfielder,Central Midfielder,Attacking Midfielder|Defensive Midfielder,Central Midfielder|Attacking Midfielder|Defensive Midfielder,0.8640622406523462,Attacking Midfielder,0.08684305982531913,Central Midfielder,0.8640622406523462,Attacking Midfielder,0.08684305982531913
Cameron McGeehan,Attacking Midfielder,Attacking Midfielder,Central Midfielder|Winger,Attacking Midfielder|Central Midfielder|Winger,0.17731250852052283,Central Midfielder,0.5399930435942227,Central Midfielder,0.5399930435942227,Defensive Midfielder,0.2511068825813627
Jeong Woon,Center Back,Center Back,Fullback|Wide Midfielder,Center Back|Fullback|Wide Midfielder,0.19423269180377806,Fullback,0.6451302097578625,Fullback,0.6451302097578625,Center Back,0.19423269180377806
Hans Salinas,Left Midfielder,Wide Midfielder,Fullback|Winger,Wide Midfielder|Fullback|Winger,0.10979303830361581,Fullback,0.5927370743672935,Fullback,0.5927370743672935,Central Midfielder,0.13532828181340747
Ben Thompson,Central Midfielder,Central Midfielder,Defensive Midfielder|Attacking Midfielder,Central Midfielder|Defensive Midfielder|Attacking Midfielder,0.3910054776358576,Defensive Midfielder,0.31752339950219893,Central Midfielder,0.3910054776358576,Defensive Midfielder,0.31752339950219893
Jon Mellish,Center Back,Center Back,Fullback|Central Midfielder|Wide Midfielder,Center Back|Fullback|Central Midfielder|Wide Midfielder,0.02826081001069098,Central Midfielder,0.2041050824640874,Defensive Midfielder,0.7414498397823891,Central Midfielder,0.2041050824640874
Jamie Jellis,Central Midfielder,Central Midfielder,Attacking Midfielder,Central Midfielder|Attacking Midfielder,0.561015853033683,Attacking Midfielder,0.030295659613970037,Central Midfielder,0.561015853033683,Defensive Midfielder,0.4033342637926061
Tobias Bach,Left Midfielder,Wide Midfielder,Fullback|Winger,Wide Midfielder|Fullback|Winger,0.3940330286541456,Fullback,0.21210183327353468,Wide Midfielder,0.3940330286541456,Fullback,0.21210183327353468
Ryan Kitto,Left Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.6711062195112945,Wide Midfielder,0.23867733976774008,Fullback,0.6711062195112945,Wide Midfielder,0.23867733976774008
Callum Timmins,Central Midfielder,Central Midfielder,Defensive Midfielder|Striker,Central Midfielder|Defensive Midfielder|Striker,0.5262506156191815,Defensive Midfielder,0.4466838527602329,Central Midfielder,0.5262506156191815,Defensive Midfielder,0.4466838527602329
Qian Jiegei,Defensive Midfielder,Defensive Midfielder,Central Midfielder,Defensive Midfielder|Central Midfielder,0.5933754126683515,Central Midfielder,0.356044499894394,Defensive Midfielder,0.5933754126683515,Central Midfielder,0.356044499894394
Milton Céliz,Central Midfielder,Central Midfielder,Attacking Midfielder,Central Midfielder|Attacking Midfielder,0.061559192148622266,Attacking Midfielder,0.0111329709371951,Fullback,0.5260032412512656,Wide Midfielder,0.32694759315027416
Aaron Lewis,Central Midfielder,Central Midfielder,Defensive Midfielder|Attacking Midfielder,Central Midfielder|Defensive Midfielder|Attacking Midfielder,0.393381264742334,Defensive Midfielder,0.38668320418739144,Central Midfielder,0.393381264742334,Defensive Midfielder,0.38668320418739144
Lukas Björklund,Central Midfielder,Central Midfielder,Attacking Midfielder,Central Midfielder|Attacking Midfielder,0.3087384579215306,Attacking Midfielder,0.14956148676233158,Wide Midfielder,0.31735098767978037,Central Midfielder,0.3087384579215306
Danny Imray,Right Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.1978671432133213,Wide Midfielder,0.4936628890119432,Wide Midfielder,0.4936628890119432,Fullback,0.1978671432133213
Andre Garcia,Left Back,Fullback,Winger|Wide Midfielder,Fullback|Winger|Wide Midfielder,0.5456991680023785,Wide Midfielder,0.3762610530576642,Fullback,0.5456991680023785,Wide Midfielder,0.3762610530576642
Cristian Montaño,Left Back,Fullback,Wide Midfielder|Winger,Fullback|Wide Midfielder|Winger,0.8053417067953016,Wide Midfielder,0.0748790837434039,Fullback,0.8053417067953016,Wide Midfielder,0.0748790837434039
Andy Halliday,Central Midfielder,Central Midfielder,Defensive Midfielder|Fullback,Central Midfielder|Defensive Midfielder|Fullback,0.2446273747804454,Defensive Midfielder,0.5719239666270479,Defensive Midfielder,0.5719239666270479,Central Midfielder,0.2446273747804454
Anthony Ribelin,Right Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.5595572590780779,Wide Midfielder,0.18464985576525317,Fullback,0.5595572590780779,Wide Midfielder,0.18464985576525317
Fabian Herbers,Central Midfielder,Central Midfielder,Defensive Midfielder|Wide Midfielder|Attacking Midfielder,Central Midfielder|Defensive Midfielder|Wide Midfielder|Attacking Midfielder,0.4304288558597471,Attacking Midfielder,0.2961496756355753,Central Midfielder,0.4304288558597471,Attacking Midfielder,0.2961496756355753
Craig Sibbald,Central Midfielder,Central Midfielder,Defensive Midfielder,Central Midfielder|Defensive Midfielder,0.6391634732737014,Defensive Midfielder,0.11925260492161047,Central Midfielder,0.6391634732737014,Attacking Midfielder,0.13280813570972055
Scott High,Central Midfielder,Central Midfielder,Defensive Midfielder,Central Midfielder|Defensive Midfielder,0.5700641309081409,Defensive Midfielder,0.2856538762404249,Central Midfielder,0.5700641309081409,Defensive Midfielder,0.2856538762404249
Robbie Gotts,Central Midfielder,Central Midfielder,Defensive Midfielder,Central Midfielder|Defensive Midfielder,0.5710063089126896,Defensive Midfielder,0.2605200544669033,Central Midfielder,0.5710063089126896,Defensive Midfielder,0.2605200544669033
Felix Vrede Winther,Central Midfielder,Central Midfielder,Defensive Midfielder,Central Midfielder|Defensive Midfielder,0.6338842545436953,Defensive Midfielder,0.2809284983423947,Central Midfielder,0.6338842545436953,Defensive Midfielder,0.2809284983423947
Julian Günther-Schmidt,Attacking Midfielder,Attacking Midfielder,Striker|Winger|Central Midfielder,Attacking Midfielder|Striker|Winger|Central Midfielder,0.18508728888862871,Striker,0.3086304912617061,Wide Midfielder,0.3254507226079213,Striker,0.3086304912617061
Tim Meyer,Central Midfielder,Central Midfielder,Defensive Midfielder,Central Midfielder|Defensive Midfielder,0.13923418121990597,Defensive Midfielder,0.7503953176999596,Defensive Midfielder,0.7503953176999596,Central Midfielder,0.13923418121990597
Drey Wright,Right Back,Fullback,Wide Midfielder|Winger,Fullback|Wide Midfielder|Winger,0.4817567712355577,Wide Midfielder,0.4123955930544058,Fullback,0.4817567712355577,Wide Midfielder,0.4123955930544058
Yang Zexiang,Left Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.7435870442156376,Wide Midfielder,0.14122242867890636,Fullback,0.7435870442156376,Wide Midfielder,0.14122242867890636
Arthur Read,Defensive Midfielder,Defensive Midfielder,Central Midfielder,Defensive Midfielder|Central Midfielder,0.17391209600847282,Central Midfielder,0.6531433951432933,Central Midfielder,0.6531433951432933,Defensive Midfielder,0.17391209600847282
Scott Pittman,Central Midfielder,Central Midfielder,Attacking Midfielder,Central Midfielder|Attacking Midfielder,0.5814214667733363,Attacking Midfielder,0.24475445506017726,Central Midfielder,0.5814214667733363,Attacking Midfielder,0.24475445506017726
Tyrese Fornah,Central Midfielder,Central Midfielder,Defensive Midfielder|Attacking Midfielder,Central Midfielder|Defensive Midfielder|Attacking Midfielder,0.42914854440164957,Defensive Midfielder,0.5043020396504476,Defensive Midfielder,0.5043020396504476,Central Midfielder,0.42914854440164957
Ilmari Niskanen,Right Midfielder,Wide Midfielder,Fullback,Wide Midfielder|Fullback,0.21535827062451704,Fullback,0.6582617255949796,Fullback,0.6582617255949796,Wide Midfielder,0.21535827062451704
Karoy Anderson,Central Midfielder,Central Midfielder,Attacking Midfielder|Wide Midfielder,Central Midfielder|Attacking Midfielder|Wide Midfielder,0.5327299809184985,Attacking Midfielder,0.10539342790401199,Central Midfielder,0.5327299809184985,Defensive Midfielder,0.18990214670509095
Callum Camps,Central Midfielder,Central Midfielder,Defensive Midfielder,Central Midfielder|Defensive Midfielder,0.677429289426424,Defensive Midfielder,0.20726061730036285,Central Midfielder,0.677429289426424,Defensive Midfielder,0.20726061730036285
Alexandre Jankewitz,Defensive Midfielder,Defensive Midfielder,Central Midfielder,Defensive Midfielder|Central Midfielder,0.18798077986071668,Central Midfielder,0.6821020328749595,Central Midfielder,0.6821020328749595,Defensive Midfielder,0.18798077986071668
Victor Loturi,Defensive Midfielder,Defensive Midfielder,Central Midfielder,Defensive Midfielder|Central Midfielder,0.30985508121479427,Central Midfielder,0.10504373503532342,Fullback,0.5387202224077358,Defensive Midfielder,0.30985508121479427
Marwan Al Sahafi,Striker,Striker,Wide Midfielder|Fullback,Striker|Wide Midfielder|Fullback,0.03754789688997241,Wide Midfielder,0.5433670551611212,Wide Midfielder,0.5433670551611212,Winger,0.4012593665617486
Guillaume François,Right Midfielder,Wide Midfielder,Fullback|Winger,Wide Midfielder|Fullback|Winger,0.016167506950517482,Fullback,0.2945890252154861,Defensive Midfielder,0.4859954731290968,Fullback,0.2945890252154861
Regan Hendry,Central Midfielder,Central Midfielder,Attacking Midfielder,Central Midfielder|Attacking Midfielder,0.6176086418423569,Attacking Midfielder,0.12489220645076389,Central Midfielder,0.6176086418423569,Attacking Midfielder,0.12489220645076389
Ali Al Asmari,Central Midfielder,Central Midfielder,Defensive Midfielder,Central Midfielder|Defensive Midfielder,0.6927948241367111,Defensive Midfielder,0.2773592447594252,Central Midfielder,0.6927948241367111,Defensive Midfielder,0.2773592447594252
Yang Liyu,Right Winger,Winger,Wide Midfielder|Striker,Winger|Wide Midfielder|Striker,0.20559834998773155,Wide Midfielder,0.35175184873022197,Wide Midfielder,0.35175184873022197,Striker,0.3435476477900044
Jacob Italiano,Left Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.5445505456759084,Wide Midfielder,0.12614117616367906,Fullback,0.5445505456759084,Defensive Midfielder,0.13985828189610477
Nnamdi Ofoborh,Defensive Midfielder,Defensive Midfielder,Central Midfielder,Defensive Midfielder|Central Midfielder,0.8082444545065114,Central Midfielder,0.13924579542717203,Defensive Midfielder,0.8082444545065114,Central Midfielder,0.13924579542717203
Ionuț Biceanu,Central Midfielder,Central Midfielder,Defensive Midfielder,Central Midfielder|Defensive Midfielder,0.6523137425459206,Defensive Midfielder,0.18879887790053534,Central Midfielder,0.6523137425459206,Defensive Midfielder,0.18879887790053534
Niilo Mäenpää,Left Winger,Winger,Central Midfielder|Wide Midfielder,Winger|Central Midfielder|Wide Midfielder,0.025672032586764103,Central Midfielder,0.5976400335706443,Central Midfielder,0.5976400335706443,Attacking Midfielder,0.15789586348156273
Nils Winter,Right Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.6964790973412708,Wide Midfielder,0.07588396511985097,Fullback,0.6964790973412708,Central Midfielder,0.09485667371165793
Jairo Amaro,Defensive Midfielder,Defensive Midfielder,Central Midfielder,Defensive Midfielder|Central Midfielder,0.7043525217308962,Central Midfielder,0.13328789009511283,Defensive Midfielder,0.7043525217308962,Central Midfielder,0.13328789009511283
Jean Vercruysse,Central Midfielder,Central Midfielder,Attacking Midfielder,Central Midfielder|Attacking Midfielder,0.03028102398564789,Attacking Midfielder,0.30792547199739273,Wide Midfielder,0.5450704676742331,Attacking Midfielder,0.30792547199739273
Conor McGrandles,Defensive Midfielder,Defensive Midfielder,Central Midfielder,Defensive Midfielder|Central Midfielder,0.4207119730558274,Central Midfielder,0.2919459871013486,Defensive Midfielder,0.4207119730558274,Central Midfielder,0.2919459871013486
Feng Jin,Right Midfielder,Wide Midfielder,Fullback|Winger,Wide Midfielder|Fullback|Winger,0.6384755251683072,Winger,0.19614377825958965,Wide Midfielder,0.6384755251683072,Winger,0.19614377825958965
Alaa Al Hajji,Central Midfielder,Central Midfielder,Defensive Midfielder|Attacking Midfielder,Central Midfielder|Defensive Midfielder|Attacking Midfielder,0.651019502071459,Defensive Midfielder,0.17185469308885318,Central Midfielder,0.651019502071459,Defensive Midfielder,0.17185469308885318
Remeao Hutton,Right Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.954106897053503,Wide Midfielder,0.04217476672319297,Fullback,0.954106897053503,Wide Midfielder,0.04217476672319297
Antonee Burke-Gilroy,Left Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.9130617035390705,Wide Midfielder,0.044429353333737244,Fullback,0.9130617035390705,Wide Midfielder,0.044429353333737244
Alejo Montero,Right Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.018495799472128864,Wide Midfielder,0.055340974070269146,Central Midfielder,0.677233945774849,Attacking Midfielder,0.1621446328775453
Szymon Czyż,Central Midfielder,Central Midfielder,Attacking Midfielder|Defensive Midfielder,Central Midfielder|Attacking Midfielder|Defensive Midfielder,0.22629799628422656,Attacking Midfielder,0.6040700276890978,Attacking Midfielder,0.6040700276890978,Central Midfielder,0.22629799628422656
Andreas Pyndt,Central Midfielder,Central Midfielder,Defensive Midfielder,Central Midfielder|Defensive Midfielder,0.738857021924283,Defensive Midfielder,0.22880432077899657,Central Midfielder,0.738857021924283,Defensive Midfielder,0.22880432077899657
Andy Velasco,Center Back,Center Back,,Center Back,0.37712994922465604,,,Defensive Midfielder,0.48782402166576844,Center Back,0.37712994922465604
Uba Charles,Right Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.955559054733519,Wide Midfielder,0.011147333327384752,Fullback,0.955559054733519,Center Back,0.0155693975913158
Dennis Kaygin,Attacking Midfielder,Attacking Midfielder,Central Midfielder|Defensive Midfielder,Attacking Midfielder|Central Midfielder|Defensive Midfielder,0.1302146445946107,Central Midfielder,0.03482820067235832,Wide Midfielder,0.4479795067634054,Winger,0.3759099098235715
Carl Winchester,Central Midfielder,Central Midfielder,Defensive Midfielder,Central Midfielder|Defensive Midfielder,0.6659883762731986,Defensive Midfielder,0.22291850639636787,Central Midfielder,0.6659883762731986,Defensive Midfielder,0.22291850639636787
Stephen McLaughlin,Left Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.7421720707038427,Wide Midfielder,0.1818828832574693,Fullback,0.7421720707038427,Wide Midfielder,0.1818828832574693
Liam Polworth,Central Midfielder,Central Midfielder,,Central Midfielder,0.4527522642517931,,,Central Midfielder,0.4527522642517931,Attacking Midfielder,0.2141211495196566
Kazuki Nagasawa,Central Midfielder,Central Midfielder,Defensive Midfielder,Central Midfielder|Defensive Midfielder,0.6888359365625801,Defensive Midfielder,0.023314148041715332,Central Midfielder,0.6888359365625801,Attacking Midfielder,0.20097443620411704
Dean Campbell,Defensive Midfielder,Defensive Midfielder,Central Midfielder,Defensive Midfielder|Central Midfielder,0.24989583936488508,Central Midfielder,0.606887214373489,Central Midfielder,0.606887214373489,Defensive Midfielder,0.24989583936488508
Matty Virtue,Central Midfielder,Central Midfielder,Defensive Midfielder,Central Midfielder|Defensive Midfielder,0.3506438502436547,Defensive Midfielder,0.6329873193688005,Defensive Midfielder,0.6329873193688005,Central Midfielder,0.3506438502436547
Niklas Kölle,Left Midfielder,Wide Midfielder,Fullback|Winger,Wide Midfielder|Fullback|Winger,0.11903246704400905,Fullback,0.8478149081188019,Fullback,0.8478149081188019,Wide Midfielder,0.11903246704400905
Jack Burroughs,Right Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.8518082417206243,Wide Midfielder,0.07242309934947933,Fullback,0.8518082417206243,Wide Midfielder,0.07242309934947933
Alexander Johansson,Striker,Striker,Winger|Attacking Midfielder,Striker|Winger|Attacking Midfielder,0.18807920873993403,Winger,0.3174412898171448,Wide Midfielder,0.41976388955364824,Winger,0.3174412898171448
Johannes Naschberger,Central Midfielder,Central Midfielder,Defensive Midfielder,Central Midfielder|Defensive Midfielder,0.6938909463997456,Defensive Midfielder,0.01943046538797296,Central Midfielder,0.6938909463997456,Attacking Midfielder,0.204002212404274
Moritz Seiffert,Left Back,Fullback,Wide Midfielder|Winger,Fullback|Wide Midfielder|Winger,0.7665083843817645,Wide Midfielder,0.1401766282372679,Fullback,0.7665083843817645,Wide Midfielder,0.1401766282372679
Marcus Rafferty,Left Winger,Winger,Wide Midfielder,Winger|Wide Midfielder,0.14200634494173683,Wide Midfielder,0.19974843289998565,Central Midfielder,0.35333700064602835,Attacking Midfielder,0.23780956042670823
Svit Sešlar,Attacking Midfielder,Attacking Midfielder,Central Midfielder,Attacking Midfielder|Central Midfielder,0.1273880473358821,Central Midfielder,0.7653630021661864,Central Midfielder,0.7653630021661864,Attacking Midfielder,0.1273880473358821
Yun Il Lok,Right Back,Fullback,Wide Midfielder|Striker|Winger,Fullback|Wide Midfielder|Striker|Winger,0.40204910562483,Wide Midfielder,0.15670383936694868,Fullback,0.40204910562483,Central Midfielder,0.18889397307424685
Ye Chugui,Left Midfielder,Wide Midfielder,Winger,Wide Midfielder|Winger,0.6179003910702787,Winger,0.18766376807743756,Wide Midfielder,0.6179003910702787,Winger,0.18766376807743756
Shane McLoughlin,Right Back,Fullback,Central Midfielder|Defensive Midfielder,Fullback|Central Midfielder|Defensive Midfielder,0.5781706913488363,Central Midfielder,0.05908473030702612,Fullback,0.5781706913488363,Wide Midfielder,0.26534764960653423
Jake Doyle-Hayes,Central Midfielder,Central Midfielder,Defensive Midfielder,Central Midfielder|Defensive Midfielder,0.45657116765682726,Defensive Midfielder,0.18854575339682939,Central Midfielder,0.45657116765682726,Defensive Midfielder,0.18854575339682939
Lee Kang Hee,Defensive Midfielder,Defensive Midfielder,Center Back|Central Midfielder,Defensive Midfielder|Center Back|Central Midfielder,0.5026875020147709,Central Midfielder,0.3529531620292899,Defensive Midfielder,0.5026875020147709,Central Midfielder,0.3529531620292899
Darly Nlandu,Attacking Midfielder,Attacking Midfielder,Central Midfielder,Attacking Midfielder|Central Midfielder,0.12862156822038312,Central Midfielder,0.2542640494562771,Wide Midfielder,0.41092485444879484,Central Midfielder,0.2542640494562771
Adam Montgomery,Left Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.5589979076133684,Wide Midfielder,0.3516978994935345,Fullback,0.5589979076133684,Wide Midfielder,0.3516978994935345
Charlie Webster,Central Midfielder,Central Midfielder,Attacking Midfielder|Defensive Midfielder,Central Midfielder|Attacking Midfielder|Defensive Midfielder,0.5791940681231474,Defensive Midfielder,0.25560654091909213,Central Midfielder,0.5791940681231474,Defensive Midfielder,0.25560654091909213
Tayo Adaramola,Left Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.9172948118882337,Wide Midfielder,0.07453438120150989,Fullback,0.9172948118882337,Wide Midfielder,0.07453438120150989
Jed Drew,Right Midfielder,Wide Midfielder,Striker|Winger,Wide Midfielder|Striker|Winger,0.653873461034617,Winger,0.32455097262108734,Wide Midfielder,0.653873461034617,Winger,0.32455097262108734
Jakob Segadal Hansen,Central Midfielder,Central Midfielder,Attacking Midfielder,Central Midfielder|Attacking Midfielder,0.8568390682486361,Attacking Midfielder,0.11935541546748127,Central Midfielder,0.8568390682486361,Attacking Midfielder,0.11935541546748127
Hattan Bahebri,Left Winger,Winger,Wide Midfielder,Winger|Wide Midfielder,0.3659679218700989,Wide Midfielder,0.47974854386300997,Wide Midfielder,0.47974854386300997,Winger,0.3659679218700989
Júnior Morais,Defensive Midfielder,Defensive Midfielder,Central Midfielder|Fullback|Center Back,Defensive Midfielder|Central Midfielder|Fullback|Center Back,0.37866862476908303,Fullback,0.2792727741654771,Defensive Midfielder,0.37866862476908303,Fullback,0.2792727741654771
Ko Jae Hyeon,Right Winger,Winger,Wide Midfielder|Central Midfielder,Winger|Wide Midfielder|Central Midfielder,0.29108481097337535,Wide Midfielder,0.598590032623886,Wide Midfielder,0.598590032623886,Winger,0.29108481097337535
Josh Benson,Central Midfielder,Central Midfielder,Defensive Midfielder|Attacking Midfielder,Central Midfielder|Defensive Midfielder|Attacking Midfielder,0.4787987752137207,Defensive Midfielder,0.47400096237440215,Central Midfielder,0.4787987752137207,Defensive Midfielder,0.47400096237440215
Terry Taylor,Central Midfielder,Central Midfielder,Defensive Midfielder,Central Midfielder|Defensive Midfielder,0.21083024996833397,Defensive Midfielder,0.5551993954229898,Defensive Midfielder,0.5551993954229898,Central Midfielder,0.21083024996833397
Julian Stark,Central Midfielder,Central Midfielder,Center Back|Defensive Midfielder,Central Midfielder|Center Back|Defensive Midfielder,0.5591924506921994,Defensive Midfielder,0.11724623356492007,Central Midfielder,0.5591924506921994,Attacking Midfielder,0.239018748887698
